model,MAE,RMSE,MAPE,sMAPE,MAE_std,RMSE_std,MAPE_std,sMAPE_std
random_forest,0.01363520910641975,0.027028172707514578,1.9676709035986752,1.9699408778782077,0.004754276323679779,0.008252868477940744,0.46999557665499364,0.4826433737516884
baseline_lag1,0.07009904849100355,0.2159175880012835,7.738438696460856,6.9420712744604565,0.01674948465400692,0.04292752745306091,1.9947401297365615,1.5546653129505903
baseline_lag24,0.4286951454069858,0.7450591492392176,59.736266668199136,43.2920682535149,0.08732648281942895,0.14894303065363965,13.500420102513345,7.096105345145085
