segment,segment_value,MAE,RMSE,MAPE,sMAPE,n,fold,model
hour,12,0.020073952190500687,0.03909654961380295,2.921145785129687,2.860774478539595,1620,2,random_forest
hour,13,0.01761337013488498,0.03324435322955034,2.708458390358245,2.656755975186207,1620,2,random_forest
hour,14,0.017359896328085055,0.03893547310816387,2.8392840769206646,2.7393967439623474,1620,2,random_forest
hour,15,0.013305223505867153,0.02567218092800649,2.4927360924572315,2.4378155122128082,1620,2,random_forest
hour,16,0.012116640344368417,0.025296812344440662,2.3078105025559092,2.286842214158419,1620,2,random_forest
hour,17,0.017253077073060837,0.041754058325594284,2.6134076442316876,2.571940155487609,1620,2,random_forest
hour,18,0.022581300546162978,0.05026488251351098,2.7508479255236717,2.6819884907687332,1620,2,random_forest
hour,19,0.025042718268453074,0.04648072861148637,2.3005348521228157,2.285840890392133,1620,2,random_forest
hour,20,0.021679987100566785,0.03371842513403485,1.383792128965117,1.3756870788288957,1620,2,random_forest
hour,21,0.01676155406927956,0.02377900859083193,0.9257325826789007,0.9295844985311618,1620,2,random_forest
hour,22,0.015691999199028733,0.023675863444476284,1.4031993490654295,1.415621117519267,1678,2,random_forest
hour,23,0.013416236854365642,0.019484319924486636,2.4186192838496776,2.443725923457117,1680,2,random_forest
day_of_week,0,0.014512682252146619,0.028962301443305194,2.2267833421207035,2.1937090228748173,5760,2,random_forest
day_of_week,1,0.01683032002399249,0.03434835973996776,2.824638547222898,2.769113086344657,5760,2,random_forest
day_of_week,2,0.013394114457739156,0.02655051651286509,2.0405800048199545,2.0282268525959823,5760,2,random_forest
day_of_week,3,0.01244710723733623,0.021843199905115372,2.1815291507754972,2.1632812568554445,5760,2,random_forest
day_of_week,4,0.014558380460725617,0.02560362511238567,2.5761754722894135,2.576906000477514,5760,2,random_forest
day_of_week,5,0.014182129644958076,0.025204821352500795,2.2431578244464414,2.2424781439494885,4674,2,random_forest
day_of_week,6,0.017379589180475257,0.03510142228018299,2.83848334901963,2.8058577039235555,5760,2,random_forest
